name	url	doi	size_bytes	md5	sha256
cellposeSAM_train_2025_09_30_20250930_165546	https://zenodo.org/records/21134515/files/cellposeSAM_train_2025_09_30_20250930_165546?download=1		609382714	a318ee9f7fd147709e62ec3a1cca4c1f	7516b5265e5c82f5ea66b0a2e720934c20e7448cbcde3aac63f4b8ac90a00876
